filename,contrast_0,contrast_45,contrast_90,contrast_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135,entropy_0,entropy_45,entropy_90,entropy_135,asm_0,asm_45,asm_90,asm_135
file_400,-1943424106,-243436233,1998200654,-1808750566,24426450,32341371,39480120,24245224,6091.604214704142,1336.5165016517462,6457.878493352835,5282.55838558962,1484,295847,1484,297066,0.9999999999995173,0.9999999999988913,0.9999999999975734,0.9999999999974571,-2096924.950758859,-1672155.7156143792,-2096924.950758859,-1688283.3821586755,1484,295847,1484,297066
file_401,-1925413456,-52849866,-2112387617,-1877655666,24493770,33222202,40165815,23677520,5544.950250043944,1325.8780487534675,5902.224580141195,5274.004982120119,1488,289238,1482,286378,0.999999999998474,0.9999999999980467,0.9999999999985304,0.9999999999991694,-2102577.0395749207,-1684512.6762457686,-2094098.9063508282,-1666724.82530828,1488,289238,1482,286378
file_402,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0,0,0,0
file_406,11904674,1923812513,2077428643,-1581787550,43517790,48337509,70070685,54875376,2058.048243401553,10388.08018686327,6611.59553936811,1623.5161778484694,2243,455064,2227,454695,0.9999999999987911,0.9999999999988723,0.99999999999919,0.9999999999995467,-3169408.8036065507,-2654706.629349377,-3146800.448342304,-2649873.3328855447,2243,455064,2227,454695
file_405,-2066697738,-1622110186,20819219,1938957542,70735470,54770626,43503255,48463828,6598.03003266456,1539.8006063398705,1892.7481782738482,9964.558145256777,2241,464336,2234,464478,0.9999999999992124,0.9999999999986566,0.9999999999987698,0.9999999999988752,-3166582.75919852,-2648806.1532688504,-3156691.603770412,-2648934.2271137107,2241,464336,2234,464478
file_407,41038424,1744224813,1912500508,-1645636221,43427010,47497887,69262080,54453233,1653.9243487297733,10718.16704124824,5847.628637567683,1539.4703066288089,2221,463010,2221,463860,0.9999999999997039,0.99999999999962,0.9999999999992278,0.9999999999986472,-3138322.315118212,-2625576.3294072933,-3138322.315118212,-2628744.3659757096,2221,463010,2221,463860
file_403,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0,0,0,0
file_404,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0,0,0,0
file_408,-17995861,-416867262,-413556452,-990164649,38093175,54862528,54974940,32934183,1291.9601056364963,1089.5679686550625,574.1269651381207,2982.9339417831065,1768,353800,1758,352090,0.9999999999991045,0.9999999999967957,0.9999999999976261,0.999999999999424,-2498223.256699234,-2133136.8713653805,-2484093.0346590797,-2121972.9921630993,1768,353800,1758,352090
file_409,-550172702,-1048088752,-82872706,-653947200,54149250,32393518,37318740,53431016,542.8937831158049,2838.318532777959,1237.1614887930025,1090.7580847036106,1730,352552,1730,353486,0.9999999999975808,0.9999999999994083,0.9999999999990515,0.9999999999982595,-2444528.4129466484,-2080794.9124776088,-2444528.4129466484,-2080721.5451018082,1730,352552,1730,353486
file_411,1634599214,-945700073,-2084834866,-458865976,46705290,32042323,24128610,33852936,3933.3181617639407,7555.61708307618,12288.94832390339,5416.28271268363,1845,394748,1845,393788,0.9999999999990362,0.999999999999407,0.9999999999996837,0.9999999999993949,-2607025.96640842,-2219974.3927005087,-2607025.96640842,-2217988.9280114276,1845,394748,1845,393788
file_410,-252126152,-953924850,-13308196,-390071367,55835310,33366680,38227050,55125031,547.8886916936934,2655.0858180306013,1389.6096039665429,1087.7069820713057,1778,357662,1778,356814,0.9999999999983773,0.9999999999991438,0.9999999999991027,0.9999999999968326,-2512353.478739388,-2148746.7402745043,-2512353.478739388,-2148905.535441245,1778,357662,1778,356814
file_412,-2045042881,-390746579,1677960179,-851651274,24473625,34298793,47064075,32614778,12303.043321908186,5136.318765616398,4100.831084502128,7763.2064003205405,1856,384177,1856,384965,0.9999999999996774,0.9999999999994053,0.9999999999986161,0.9999999999988537,-2622569.2106525893,-2241243.2869099304,-2622569.2106525893,-2250116.091068377,1856,384177,1856,384965
file_413,-2072170801,-292704560,1727149679,-946159290,24388455,34626864,47152815,32107740,12500.349062074709,5617.200555995181,4144.697696519602,7466.144138486347,1855,393205,1855,391989,0.9999999999994493,0.999999999999018,0.9999999999990438,0.9999999999994206,-2621156.188448574,-2240683.2992772656,-2621156.188448574,-2234091.3609565436,1855,393205,1855,391989
file_414,-1998675217,1222587368,1156177135,1305744059,200660265,173836072,174900165,130197635,18416.302942828108,15776.436046473376,27653.576245629065,25575.189185016516,8157,1512190,8134,1514476,0.9999999999999407,0.9999999999999327,0.9999999999999554,0.9999999999999531,-11526022.118153648,-9146398.65167946,-11493522.607461294,-9164444.037908306,8157,1512190,8134,1514476
file_415,1555851640,1423236533,2026291704,1526485464,177095460,131142041,200290770,176229240,27764.591212494746,24942.093122414313,19050.967637078153,17165.25040464011,8192,1506264,8192,1510034,0.9999999999999569,0.9999999999999571,0.9999999999999313,0.999999999999902,-11575477.895294188,-9229236.445269829,-11575477.895294188,-9245787.298044328,8192,1506264,8192,1510034
file_416,1499422180,1520489708,-1913010007,1364589170,177277530,131726042,201477795,175051170,28404.609107127384,25056.5253919185,18465.21950713988,16488.993328413322,8237,1513846,8196,1511497,0.9999999999999288,0.9999999999999386,0.9999999999999422,0.9999999999999306,-11639063.89447488,-9244444.644797392,-11581129.98411025,-9227444.736103568,8237,1513846,8196,1511497
file_417,-1254377645,1921672010,2042240171,809314759,148785105,117723150,141220785,116214691,11364.078739203487,18171.86958079908,13201.575030571064,11811.855396046627,6245,1171801,6239,1174394,0.9999999999998911,0.9999999999998682,0.9999999999998809,0.999999999999879,-8824323.664076196,-6933717.514420054,-8815845.530852104,-6938276.042226941,6245,1171801,6239,1174394
file_418,2096647736,857676988,-1331888720,2031720601,141611700,116567738,148450290,118116141,14568.69905897406,12373.043546488345,11143.358732109338,17278.084573835265,6262,1166664,6239,1166120,0.9999999999998782,0.9999999999998848,0.9999999999998893,0.9999999999998915,-8848345.041544458,-6964698.897461679,-8815845.530852104,-6959389.859131322,6262,1166664,6239,1166120
file_420,276795870,413546591,2116829970,217647834,3207900,2352807,9549750,1920024,183.7376495675426,16.747450269863855,2.775604158301876,1293.9710033540682,191,15675,191,15595,0.9999999999851601,0.999999999010942,0.999999999276233,0.9999999993421286,-269887.2409669418,-103483.23409820822,-269887.2409669418,-104689.36465511927,191,15675,191,15595
file_419,1833075911,762352418,-1561301510,1809030297,140168145,115670278,147264030,117126527,13893.162218042775,12595.442377126574,12750.07288028254,18062.10483614216,6216,1173078,6195,1172784,0.9999999999999061,0.9999999999998966,0.9999999999998909,0.9999999999998781,-8783346.02015975,-6908361.31845296,-8753672.553875426,-6914666.618083912,6216,1173078,6195,1172784
file_421,-1844603701,218275875,298039155,397345467,10913235,1914327,3563625,2259645,2.9151524656087857,1136.3154219106657,163.61119580645368,16.963432960645203,213,16687,213,16623,0.999999999328854,0.9999999992925828,0.9999999997457976,0.9999999991563099,-300973.7294552807,-101190.21384735055,-300973.7294552807,-101214.3092540079,213,16687,213,16623
file_422,2117311155,212650141,267582975,400823869,9515325,1877185,3130635,2274321,2.718763337824165,1351.1096414634515,205.40733118532188,16.22382323753608,189,16490,189,16490,0.9999999997746688,0.9999999995980471,0.9999999999858868,0.9999999990359977,-267061.196558911,-99690.73094502508,-267061.196558911,-99690.73094502513,189,16490,189,16490
file_423,-343982253,-1743829850,-1643977098,1909808972,94471125,87052226,93243300,82139478,8030.933138671171,7119.811439734283,6215.1955916642955,9981.1749666688,3893,788668,3886,789572,0.9999999999996576,0.9999999999995511,0.9999999999997011,0.9999999999998078,-5500895.440231967,-4738994.658428396,-5491004.284803859,-4738784.687545464,3893,788668,3886,789572
file_424,-1347393228,1920405021,-298611378,-1515616197,94689660,82295385,94512180,87445013,5937.124131446943,9843.005562192544,8022.283934172661,8252.888440187158,3897,781356,3893,779598,0.9999999999996964,0.9999999999997965,0.9999999999997944,0.9999999999997986,-5506547.529048028,-4740357.861387402,-5500895.440231967,-4727420.652000291,3897,781356,3893,779598
file_425,-1440770148,1822878106,-419834808,-1629617409,94506060,81852028,94371420,87749575,6129.860496072141,10476.645044574669,7414.836358821986,7324.9082462490815,3915,778180,3907,780455,0.9999999999998195,0.9999999999997885,0.9999999999996584,0.9999999999995534,-5531981.928720306,-4750130.974106259,-5520677.751088182,-4764563.558646547,3915,778180,3907,780455
file_426,405874829,2008390861,1769557965,-1056595344,33813255,18228171,19107915,26353350,97.88692987051122,4506.1030032608005,3292.247678308325,2749.8214593683115,1132,234560,1132,234336,0.9999999999979584,0.9999999999969088,0.9999999999963213,0.9999999999979962,-1599541.1349454368,-1328065.0726505595,-1599541.1349454368,-1328293.8255625996,1132,234560,1132,234336
file_427,1741593135,-1058140867,422608184,2016508864,18891675,26380117,33837480,18269978,3555.7380507364905,2452.2322708189713,102.95972275866383,4173.219788372935,1130,228397,1128,228058,0.9999999999963299,0.9999999999980298,0.9999999999983933,0.9999999999990189,-1596715.090537406,-1329043.5510717265,-1593889.0461293752,-1327181.5562834379,1130,228397,1128,228058
file_428,1745058330,-1147848318,347707799,1971738226,18974550,25794212,33426675,17897330,3107.8217478977294,2682.5341669805257,100.72808619986395,4505.7685444167655,1126,229172,1123,229747,0.9999999999991798,0.999999999998745,0.999999999997868,0.9999999999968615,-1591063.0017213444,-1308694.9553923788,-1586823.9351092982,-1310160.4721893084,1126,229172,1123,229747
file_429,-2049219276,729609042,-1678281998,-1315977182,184040130,182460650,224419380,167079948,32504.129392540122,22215.3056355629,27290.195488843252,24738.588307804912,9042,1721775,9014,1719119,0.9999999999999537,0.9999999999999342,0.9999999999999669,0.999999999999948,-12776546.768707281,-10249554.104118144,-12736982.14699485,-10251350.73414443,9042,1721775,9014,1719119
file_430,-1304497388,-1189084964,2146885795,869468636,226521090,167685564,184065375,183355582,27759.668068893825,24622.18257589891,32088.116041125828,22310.500371868904,9087,1733053,9061,1731166,0.9999999999999297,0.9999999999999534,0.9999999999999694,0.9999999999999459,-12840132.767887974,-10290407.290105,-12803394.190583574,-10287821.881084058,9087,1733053,9061,1731166
file_431,-1226171078,-1508940251,2061375625,781536221,226653180,166368013,183191235,182683385,25876.491246152757,23599.545935147744,31244.279079800777,22793.33797310203,9065,1737402,9026,1736564,0.9999999999999509,0.999999999999949,0.9999999999999538,0.9999999999999234,-12809046.279399635,-10232361.708943076,-12753938.413443035,-10234949.813484158,9065,1737402,9026,1736564
file_433,127531106,1477482611,-2017989681,2120107596,129343650,104216201,161780415,148548260,25346.642659630008,20176.380736636813,28578.021412852977,9211.85743523867,6581,1289506,6578,1288805,0.9999999999999161,0.9999999999999244,0.9999999999998791,0.9999999999998677,-9299099.124625372,-7332467.989493118,-9294860.058013326,-7328430.925889715,6581,1289506,6578,1288805
file_432,1988428285,-2098856363,189988001,1460513584,161063355,149228277,129542805,104250144,27597.868011595085,8891.87381853543,25357.897580214965,20630.25192547838,6577,1291582,6562,1294442,0.9999999999998966,0.999999999999868,0.9999999999999167,0.9999999999999255,-9293447.03580931,-7342790.898499467,-9272251.70274908,-7348266.940111273,6577,1291582,6562,1294442
file_435,1469107523,1857639148,430005984,-1096421073,222491325,184913006,199074420,173808487,21033.534730550826,16602.94612159804,26660.522537940447,18722.350563836677,9160,1778498,9133,1774593,0.9999999999999358,0.9999999999999458,0.999999999999953,0.999999999999958,-12943283.388781099,-10303631.948745823,-12905131.789272683,-10298287.524702035,9160,1778498,9133,1774593
file_434,413698226,1414388191,1879811800,-2087635168,130451370,104003903,160528110,149217002,24936.643896681646,18897.64848735441,26693.152168494355,8670.522880609778,6574,1286778,6571,1286931,0.9999999999999357,0.9999999999999436,0.9999999999998876,0.999999999999868,-9289207.969197264,-7331878.314854526,-9284968.902585218,-7331340.618215878,6574,1286778,6571,1286931
file_436,614752719,-1192828584,873684308,1801200062,199378125,172831742,219593760,183834888,27328.42171849392,17499.022995769166,21757.51002457465,17114.735734068076,9094,1772802,9074,1772515,0.9999999999999685,0.9999999999999585,0.9999999999999526,0.9999999999999425,-12850023.923316082,-10236631.138314104,-12821763.479235774,-10238973.023659427,9094,1772802,9074,1772515
file_437,469128849,-1307659461,1447725773,2059839878,199146585,172739107,222437775,185683990,27214.17451291366,19391.294881274785,21714.38023199034,16347.253616357832,9148,1758568,9132,1759051,0.9999999999999615,0.9999999999999414,0.9999999999999302,0.9999999999999445,-12926327.122332914,-10278541.899093166,-12903718.767068667,-10280915.468407393,9148,1758568,9132,1759051
file_438,759329301,538667063,2124774743,-136867723,261066195,183110275,229751685,198217255,29887.222207276667,23366.485146877956,28240.52184584619,22037.17844379615,10083,1798007,10049,1794398,0.9999999999999327,0.9999999999999444,0.9999999999999648,0.9999999999999413,-14247502.883087317,-10761552.010631852,-14199460.128150793,-10748071.516553862,10083,1798007,10049,1794398
file_440,-1861833548,431899041,437255886,698985872,232145370,201661601,260052060,184676578,28058.600174803254,22802.254242572308,29613.316613674902,23689.067865035635,10133,1796688,10062,1797550,0.9999999999999661,0.9999999999999502,0.9999999999999547,0.999999999999951,-14318153.993288087,-10869166.693640811,-14217829.416802993,-10861994.031562341,10133,1796688,10062,1797550
file_442,779835641,-1941760684,-713687119,597975101,126650595,90821262,121521015,103084971,9847.389476440116,18421.105783861844,10866.61741646209,11377.657539579921,5282,964737,5281,965840,0.9999999999998789,0.9999999999998707,0.9999999999997855,0.9999999999997521,-7463583.281609363,-5831455.568339297,-7462170.2594053475,-5836898.359793328,5282,964737,5281,965840
file_441,1727094852,-342949559,-1041059434,-2061231065,112775790,98643071,117778380,89656031,10856.029749466523,11756.286998284233,9202.168479880389,18133.21983383921,5073,964980,5053,967973,0.9999999999998893,0.9999999999998676,0.999999999999875,0.9999999999998701,-7168261.6409701435,-5738034.78891752,-7140001.196889835,-5754777.033893939,5073,964980,5053,967973
file_439,-2086890683,189532403,1453496676,731762764,231486705,200376967,264312090,184459502,28660.683409697405,21627.175933190363,30080.20774391877,23158.781922213555,10177,1812613,10119,1812001,1.0000000000000293,0.9999999999999453,0.9999999999999555,0.9999999999999512,-14380326.970264765,-10821360.301018758,-14298371.682431871,-10823848.25291816,10177,1812613,10119,1812001
file_443,1042939796,-1264230916,1831487517,-346064037,127582110,93046216,113137125,99012939,10332.700466429998,16890.76164811801,11077.669174242801,12458.332182668264,5292,987589,5071,985721,0.9999999999998149,0.9999999999998712,0.9999999999998886,0.9999999999998724,-7477713.503649517,-5812408.968517876,-7165435.596562113,-5804992.886039955,5292,987589,5071,985721
file_444,-248797133,-1846427896,1230267383,1147148502,229667025,178962608,210050385,175215904,16209.892828570866,22934.092272321577,23783.068858390725,8330.18959196191,8430,1511486,8408,1508553,0.9999999999999349,0.9999999999999281,1.0000000000000013,0.9999999999999141,-11911777.179849854,-9034499.780820189,-11880690.691361515,-9031735.772475837,8430,1511486,8408,1508553
file_445,-1946496863,1441295693,110767402,-919614438,216195375,177656367,232856310,183584122,25269.07265243143,8804.06641969593,15660.858142345885,21603.550893973126,8558,1537457,8543,1536180,0.9999999999999383,0.9999999999999155,0.9999999999999101,0.9999999999998995,-12092644.021963825,-9179172.003152655,-12071448.688903594,-9176273.917713134,8558,1537457,8543,1536180
file_446,-1891917683,1752212819,-561999098,-1763667897,215544615,178027011,228305580,179750125,24021.509836578072,8321.490537387741,16921.69656620078,22715.529238787374,8500,1521142,8414,1523313,0.9999999999999256,0.9999999999999255,0.9999999999999413,0.9999999999999273,-12010688.734130932,-9086653.482071858,-11889168.824585607,-9091429.241508082,8500,1521142,8414,1523313
file_447,2078508821,-1007231773,1753715064,809496075,141227415,171948313,181086720,96754041,37903.71237815726,3440.5073663855624,13934.675414284413,17507.20655772761,6622,1229560,6585,1227962,0.9999999999998683,0.9999999999998536,0.9999999999999226,0.9999999999999643,-9357033.034990003,-7325644.868610716,-9304751.213441433,-7313412.974150197,6622,1229560,6585,1227962
file_451,1126578520,-639401024,1579614069,-1766062665,183742800,150361328,189747285,162305419,25758.96758690909,24757.630856720367,29197.151377929298,26590.729723779394,8671,1675722,8650,1672587,0.9999999999999466,0.9999999999999519,0.9999999999999358,0.9999999999999425,-12252315.531017566,-9845189.32429788,-12222642.064733243,-9814298.569361841,8671,1675722,8650,1672587
file_449,-593971507,1411611189,2145998141,-751367357,189939045,99857251,141758325,173749489,14076.536568416901,18143.490244718792,38614.94869099487,3493.290716617605,6759,1235252,6623,1233220,0.9999999999998106,0.9999999999998901,0.9999999999998684,0.9999999999998521,-9550617.076940114,-7416170.3186613815,-9358446.057194019,-7410406.565697305,6759,1235252,6623,1233220
file_448,-1169224477,917263625,-865604390,-295217316,188212695,97881221,147812790,175346054,14106.56837489578,18121.56557990703,38365.69619791565,3630.376250667426,6787,1242009,6766,1241886,0.9999999999999167,0.9999999999999503,0.999999999999944,0.9999999999998719,-9590181.698652545,-7401280.412117432,-9560508.232368222,-7409317.919173572,6787,1242009,6766,1241886
file_452,907792345,-702994156,1070306649,-1590099557,182122785,149823278,188145375,162905535,25987.115779054493,26180.280183659903,28276.94015962417,25059.287741678563,8585,1644286,8585,1650324,0.9999999999999608,0.9999999999999718,0.9999999999999483,0.9999999999999472,-12130795.621472241,-9782849.377272513,-12130795.621472241,-9810811.556100255,8585,1644286,8585,1650324
file_450,1428335064,-1661800650,871891660,-584667614,189643500,162779484,182250030,150399216,29160.68509208514,24655.4558654834,25146.165955292538,24974.38966499531,8628,1669932,8620,1668784,0.9999999999999517,0.999999999999946,0.9999999999999416,0.9999999999999463,-12191555.576244904,-9828589.877144005,-12180251.39861278,-9821145.93379206,8628,1669932,8620,1668784
file_453,1672913980,1328420759,1151779148,-257751893,194944440,176288687,232845600,210646799,33880.52949489064,29740.85180394888,25438.22428260049,18531.801847917566,10002,2011163,9986,2008823,0.9999999999999588,0.9999999999999688,0.9999999999999616,0.9999999999999645,-14133048.084562069,-11697118.57984402,-14110439.729297822,-11668521.742872206,10002,2011163,9986,2008823
file_455,-1408486898,486012018,1490262835,1141415051,239953470,213733130,193595745,175537549,25659.890787324053,18240.558739887194,33870.59302495022,30977.766567045885,10117,1998656,9955,1999912,0.9999999999999378,0.9999999999999486,0.9999999999999678,0.9999999999999675,-14295545.63802384,-11722655.145571284,-14066636.040973345,-11715743.220925864,10117,1998656,9955,1999912
file_454,-1091146793,-144048627,-518984421,-1677571906,243479355,212248129,205494045,182176614,25467.10281488646,19301.038380923284,33943.12646153035,30036.589531583224,10265,2004363,10264,2006327,0.9999999999999565,0.9999999999999699,0.9999999999999845,0.9999999999999659,-14504672.92421812,-11832301.363912938,-14503259.902014105,-11836355.065031994,10265,2004363,10264,2006327
file_456,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0,0,0,0
file_459,1703549682,-210277765,-2017599020,2051946066,115982670,105059167,134676210,115417434,10508.449293048412,9249.26078988001,6491.901127425356,6719.276918372617,5070,946368,5068,948377,0.9999999999998778,0.9999999999998581,0.9999999999998253,0.9999999999998035,-7164022.574358097,-5842806.549237993,-7161196.5299500665,-5851896.237031194,5070,946368,5068,948377
file_460,-981548555,-2139208566,-641906914,1201243886,141251385,116894258,125398800,111694326,7241.114954717295,7385.6927010731715,10243.830610529667,9031.032223976177,5284,954015,5273,953424,0.9999999999998267,0.9999999999998038,0.9999999999998136,0.9999999999997833,-7466409.326017394,-6004622.668526313,-7450866.081773224,-5999245.614648123,5284,954015,5273,953424
file_458,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0,0,0,0
file_457,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0,0,0,0
file_461,-1251407150,2116922236,1637550072,-311141780,138245190,115588370,115722570,104771260,6143.487131633963,5733.8540618626375,10804.148382118841,9393.502196309704,5137,949827,5075,950665,0.9999999999997914,0.9999999999998189,0.9999999999998803,0.9999999999998659,-7258695.062027129,-5851360.1255060835,-7171087.685378174,-5854736.57779673,5137,949827,5075,950665
file_462,227671898,-1136700067,-1545986468,-365859920,219854880,195519893,236589510,198329528,29522.332448533678,20465.73253569909,25496.131310038047,15508.703589635266,9451,1822931,9440,1824938,0.9999999999999553,0.9999999999999515,0.9999999999999604,0.9999999999999564,-13354472.850149581,-10762371.093660092,-13338929.605905412,-10772070.40873937,9451,1822931,9440,1824938
file_463,-1414490873,-230232098,-70256842,-1161301407,237237975,198931000,218246340,195563029,24764.094236750214,15508.8876874091,31454.496708300136,19695.293301557307,9438,1829320,9425,1831846,0.9999999999999593,0.9999999999999549,0.9999999999999419,0.999999999999954,-13336103.561497381,-10771440.03208333,-13317734.27284518,-10778105.058302155,9438,1829320,9425,1831846
file_468,-1665360127,-1682932334,533373294,-1109039911,203098065,163852834,191819160,162414799,21998.48870922709,22311.17225887364,25070.10942296648,21326.837177977774,8377,1597428,8342,1592305,0.9999999999999274,0.9999999999999278,0.9999999999999488,0.9999999999999345,-11836887.003037037,-9288391.564851195,-11787431.225896498,-9249125.731629958,8377,1597428,8342,1592305
file_464,-1283106458,-266255933,198019478,-1125444634,238108800,198623715,219510120,195747220,26466.87730403588,16004.230118024332,28430.41937071484,20767.987044775284,9489,1817984,9439,1818709,0.9999999999999383,0.9999999999999414,0.9999999999999537,0.9999999999999442,-13408167.693902167,-10786898.041344024,-13337516.583701396,-10773707.51676274,9489,1817984,9439,1818709
file_466,-2128761172,-1581582358,1991404389,-1235027738,203899020,163314572,204308295,187613942,17781.374000575575,25295.459929033314,24472.026440076104,19335.53342033033,8456,1663549,8455,1664849,0.9999999999999558,0.9999999999999408,0.9999999999999291,0.9999999999999022,-11948515.757154254,-9661521.092719903,-11947102.734950239,-9684931.405212048,8456,1663549,8455,1664849
file_465,2043029139,-1567524173,2121977394,-1500980144,204415905,185472687,203788350,163383682,24088.09233569638,17981.802488623962,17252.471824316737,25808.68514286755,8453,1649951,8445,1652335,0.9999999999999595,0.9999999999999474,0.9999999999999488,0.9999999999999487,-11944276.690542208,-9626398.000933114,-11932972.512910085,-9647620.277828746,8453,1649951,8445,1652335
file_469,619828749,-1283597729,-2040519187,-2009119363,191560845,160988137,200367015,161527899,25173.624673214217,21995.818979994256,20819.560721849517,24550.938246678892,8305,1593921,8277,1595642,0.999999999999934,0.9999999999999379,0.9999999999999413,0.9999999999999388,-11735149.404347928,-9166672.325279815,-11695584.782635497,-9180279.525327954,8305,1593921,8277,1595642
file_467,-1673697607,-941854669,2093505879,-1611642810,206891955,166221031,204598485,185610740,17851.327886879917,24103.308050958087,23598.19573184371,17820.936003162562,8545,1650043,8449,1645399,0.9999999999999304,0.999999999999948,0.9999999999999455,0.9999999999999395,-12074274.733311625,-9701659.088192001,-11938624.601726146,-9674940.745288251,8545,1650043,8449,1645399
file_470,686353659,-932634680,-1980004372,-1693268198,193059225,163643824,201453570,163845894,25053.854308585018,20599.52195349346,22756.66387357453,23743.130958651633,8372,1596284,8356,1594329,0.9999999999999407,0.9999999999999233,0.9999999999999192,0.9999999999999393,-11829821.89201696,-9318796.771677779,-11807213.536752714,-9307164.337204834,8372,1596284,8356,1594329
file_471,-1822564311,-483576498,-1231688765,-1738047252,170499885,139360742,157107795,135017878,19737.992883040304,19605.304954361593,20398.44050058383,13924.430025067813,7326,1420214,7307,1423875,0.9999999999999359,0.999999999999945,0.9999999999999588,0.9999999999999445,-10351800.666616848,-8191195.420418796,-10324953.244740555,-8209552.478843625,7326,1420214,7307,1423875
file_472,-1221963830,-1816957912,1999578670,-434178225,157092750,134285496,168023580,139771781,21225.726438030288,13728.951313025402,20258.952497944705,19486.622765585438,7281,1414287,7273,1416618,0.999999999999949,0.9999999999999453,0.999999999999926,0.9999999999998911,-10288214.667436155,-8175814.128102024,-10276910.489804031,-8189720.535070033,7281,1414287,7273,1416618
file_474,1510821446,-223110667,-764555030,1314670277,136109820,129869389,147711810,117005419,14055.11222497132,8216.588326854744,15310.221431389702,11861.199052766593,5796,1115063,5796,1116008,0.9999999999999133,0.9999999999998598,0.9999999999997826,0.9999999999998087,-8189876.694473281,-6631291.962583746,-8189876.694473281,-6638067.732509838,5796,1115063,5796,1116008
file_473,-860041310,-1136484960,-1815530646,-527654798,160174680,138062896,170439960,139711274,19059.522514808712,13695.99764879235,19842.1587538596,19694.988689902453,7429,1436252,7340,1431228,0.9999999999998559,0.999999999999927,0.999999999999946,0.9999999999999423,-10497341.953630434,-8288854.505049193,-10371582.977473063,-8270203.668012731,7429,1436252,7340,1431228
file_475,-608943575,1353905959,1425895736,-388096479,148176165,117047823,135429480,128746789,14818.654806793409,11514.994609580828,13660.225345331684,9739.608140981354,5801,1118757,5784,1117964,0.9999999999997912,0.9999999999998125,0.9999999999998633,0.9999999999998752,-8196941.805493358,-6617390.300588774,-8172920.428025096,-6608428.146322492,5801,1118757,5784,1117964
file_476,-749833880,1070145055,1340271326,-302119975,147324210,115465007,135201510,129090515,15115.844403865489,11649.814199163031,13925.562975186243,8245.183049427853,5769,1101626,5756,1102298,0.9999999999999042,0.9999999999999111,0.9999999999999225,0.999999999999864,-8151725.094964865,-6574249.654870497,-8133355.806312664,-6580785.71841837,5769,1101626,5756,1102298
file_477,154589411,-1838714572,832244263,-1236655407,132499785,100658906,97750425,104930305,19418.47222027742,20365.556799868355,21570.2453378864,18791.49166207955,5893,1207290,5887,1206718,0.9999999999999089,0.9999999999999449,0.999999999999964,0.9999999999999355,-8326939.848262775,-7048974.655253726,-8318461.715038682,-7051366.1120213615,5893,1207290,5887,1206718
file_480,-1417378496,-1964951080,2014766975,-2140990655,310611420,252722242,306729045,246539635,22208.448794998807,22700.961401953336,40262.0058406127,23497.368364060887,12157,2243190,12140,2239307,0.9999999999999641,0.9999999999999548,0.9999999999999732,0.999999999999957,-17178110.934215263,-13070485.621381512,-17154089.556747,-13062683.30080004,12157,2243190,12140,2239307
file_479,1039457518,-763667201,503154011,-1879984927,99003240,107256257,134127705,100539009,22212.338109205757,18025.19660727609,18857.28124059506,21811.169160848403,5940,1209994,5913,1206129,0.9999999999998942,0.9999999999999081,0.9999999999999193,0.9999999999999443,-8393351.891851498,-7099934.162948174,-8355200.292343083,-7073236.283785573,5940,1209994,5913,1206129
file_478,1032934363,-764871433,464610251,-1609807316,99154455,107585087,134636685,102389306,21428.74241636867,18978.79846840759,18289.486496252888,23711.727599138074,5958,1226949,5958,1231312,0.9999999999999534,0.9999999999999375,0.9999999999999122,0.9999999999998918,-8418786.291523775,-7135016.901188385,-8418786.291523775,-7160145.349462187,5958,1226949,5958,1231312
file_484,-164651722,349210687,618270443,147943899,222309000,161658051,225368745,206146789,31258.5892908814,26427.078802229127,28606.55357935801,25143.53660163387,9971,1885186,9941,1884599,0.9999999999999519,0.9999999999999717,0.9999999999999629,0.9999999999999548,-14089244.396237591,-11255761.0462977,-14046853.73011713,-11261361.507267682,9971,1885186,9941,1884599
file_481,-1866939161,-2089131953,-1661107751,-1530125029,308803215,247371131,310184295,255288423,41879.15641621518,23250.559137992404,22856.370257818122,22257.505985504897,12197,2234460,12166,2235276,0.9999999999999767,0.9999999999999541,0.9999999999999718,0.9999999999999627,-17234631.82237588,-13135310.142221658,-17190828.1340514,-13136001.037280781,12197,2234460,12166,2235276
file_483,-306311617,-377159017,-688959262,494287890,221149515,203557287,218927700,161990504,28234.47612613453,26906.440204150593,28723.304439505635,25861.463897800168,9856,1886005,9828,1885845,0.9999999999999509,0.9999999999999475,0.9999999999999561,0.9999999999999643,-13926746.84277582,-11210455.628459165,-13887182.221063389,-11202516.549040234,9856,1886005,9828,1885845
