filename,contrast_0,contrast_45,contrast_90,contrast_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135,entropy_0,entropy_45,entropy_90,entropy_135,asm_0,asm_45,asm_90,asm_135
file_14,107561285137.93259,75475076073.29567,94963043535.1614,72160240596.49214,742234738.2389877,591823453.8915522,684725312.3832309,574895239.9639397,65447.74870180844,52876.95633925596,77999.0017098776,60034.21745396668,775109200.0,697143360.0,775109200.0,696583900.0,0.999999999999992,0.9999999999999905,0.9999999999999944,0.9999999999999962,-33515070.003941305,-29553366.100907132,-33515070.003941245,-29534023.49842896,775109200.0,697143360.0,775109200.0,696583900.0
file_17,82191075477.12329,60149275648.118614,88207009083.98555,55208391096.87985,567142269.9832474,470114116.145017,582094397.1748595,444356073.1886817,60904.603428523136,36962.83153323167,62209.29631957558,50996.35947750646,541931650.0,455724930.0,541931600.0,456487200.0,0.9999999999999947,0.9999999999999998,0.9999999999999961,0.9999999999999805,-26166977.451877452,-22036916.689292416,-26166977.451877303,-22062664.11989295,541931650.0,455724930.0,541931600.0,456487200.0
file_15,88987883571.8503,55240281570.73598,82376282427.50305,60777061696.21637,585986212.0335441,444894734.16124904,568438968.6723777,473250037.53139603,62254.704581785816,51238.508226428195,61004.44903689682,36962.83631452109,544134700.0,457722140.0,543485060.0,457685220.0,0.9999999999999818,0.999999999999993,0.9999999999999827,0.9999999999999888,-26271791.51512706,-22119300.19840455,-26226486.464670926,-22115295.051164005,544134700.0,457722140.0,543485060.0,457685220.0
file_19,82458847376.92192,55607147636.965744,75637189362.1738,55480549449.148964,575316945.6735089,450059157.4869325,532381014.5701659,446436447.6412587,54834.425730746945,47702.93658145192,68178.98133334877,51857.342407077915,483718270.0,426176160.0,483058560.0,426632200.0,0.9999999999999863,0.9999999999999853,0.9999999999999944,0.9999999999999732,-25336186.731222093,-22047036.442048565,-25287547.795643363,-22065231.784221433,483718270.0,426176160.0,483058560.0,426632200.0
file_18,76689331970.16293,55714944680.49168,82458847376.92192,55629971557.25301,537477212.013344,447351195.0741682,575316945.6735089,450431549.6481831,68249.63173183327,51858.05361724207,54834.425730746945,47930.24901283227,484984350.0,426563420.0,483718270.0,426790100.0,1.0,0.9999999999999933,0.9999999999999863,1.0000000000000073,-25409167.959044646,-22073078.49230506,-25336186.731222093,-22081773.350666113,484984350.0,426563420.0,483718270.0,426790100.0
file_22,66658287131.343475,42185018809.76972,57597397813.9806,43828531147.44189,446332316.08000726,341053196.2418493,408771222.4321418,353828430.8373616,43659.01463080349,37894.44917493692,52242.055412769514,31034.201180614542,366724540.0,317232860.0,365926900.0,317053380.0,0.9999999999999938,0.9999999999999953,0.9999999999999858,0.9999999999999847,-19181691.873769492,-16480366.969124954,-19129691.15696533,-16471845.137749735,366724540.0,317232860.0,365926900.0,317053380.0
file_20,82599560054.1949,55388622749.73679,76223927368.2263,55699860513.19734,576063499.7760727,449418438.45884776,535270091.5544417,447097734.79022646,54837.68874941168,47930.55578901533,68204.1280807784,51777.41677412553,484324160.0,426765800.0,484324160.0,426289280.0,0.9999999999999988,0.999999999999979,0.9999999999999791,0.9999999999999951,-25360464.15294843,-22070336.56950182,-25360464.152948584,-22051162.87619362,484324160.0,426765800.0,484324160.0,426289280.0
file_24,102535988197.57333,71890503623.01682,101000704171.66846,71739606856.39648,722185482.258173,579959688.9592261,708233691.4519558,577462584.1032064,79241.4968611481,63602.52090979685,79325.06434419136,66472.49588984804,755037500.0,672030140.0,753567170.0,672167940.0,0.9999999999999967,0.9999999999999928,0.9999999999999793,0.9999999999999885,-34270322.14642324,-29923193.737035297,-34185045.62682664,-29925972.234836854,755037500.0,672030140.0,753567170.0,672167940.0
file_26,100927634849.34149,71439526568.28288,102020829537.34802,71861423788.43692,707981956.065073,576205638.5831077,719395792.9190731,579487434.3830237,79315.77906441837,66472.24887902946,79099.07023811842,63469.58199555263,753543000.0,672107000.0,753543000.0,671221000.0,0.9999999999999918,0.9999999999999876,1.0000000000000084,0.9999999999999911,-34184772.93716799,-29908702.63469209,-34184772.937167555,-29879966.085866783,753543000.0,672107000.0,753543000.0,671221000.0
file_21,58249423797.00175,44189802090.43034,66658287131.343475,42203011406.08093,412357137.84586704,355703752.03222007,446332316.08000726,341365100.4636129,52455.311254326356,31035.70136330706,43659.01463080349,37980.96200822918,367699800.0,317828060.0,366724540.0,317734240.0,0.9999999999999916,0.999999999999985,0.9999999999999938,0.9999999999999821,-19235205.91060568,-16514998.31080129,-19181691.873769492,-16508193.339911131,367699800.0,317828060.0,366724540.0,317734240.0
file_27,109592958154.66634,78615123482.55246,117027006729.1001,75930197382.40584,746862156.972825,602865086.5386634,778310631.5386591,588581368.7699537,79112.27542187681,55925.37165256852,70820.02333743472,56421.48483072355,799180400.0,666474900.0,796113700.0,665441400.0,0.9999999999999986,0.999999999999994,1.0000000000000022,0.9999999999999979,-34595985.32734409,-28966866.625673834,-34466384.080584444,-28937264.660041835,799180400.0,666474900.0,796113700.0,665441400.0
file_28,117027006729.1001,75894920627.7821,108198889143.9294,77757066880.66649,778310631.5386591,587977795.3028574,739297060.3196716,598440197.2420964,70820.02333743472,56138.19349744028,78870.19056197438,55922.66586168358,796113700.0,663854100.0,793384450.0,663000500.0,1.0000000000000022,0.9999999999999966,0.9999999999999888,0.9999999999999917,-34466384.080584444,-28873174.831945296,-34351204.92332956,-28846343.37164845,796113700.0,663854100.0,793384450.0,663000500.0
file_23,66704921588.320564,41968583289.033936,57862977535.356445,44173655229.74637,446568762.60164726,340250963.1233857,410403235.0710801,355440772.8924482,43614.13941845055,37980.79263666969,52305.55611730683,30998.363628147566,366892960.0,317388830.0,366892960.0,317557150.0,0.9999999999999739,0.9999999999999971,0.9999999999999879,0.9999999999999772,-19182767.250067066,-16487198.106005307,-19182767.250067517,-16495158.112534821,366892960.0,317388830.0,366892960.0,317557150.0
file_25,101000704171.66846,71716777682.10263,101429113681.9425,71616213000.03766,708233691.4519558,577048724.1748483,716359083.9084988,578827070.5496984,79325.06434419136,66293.23210453911,79028.37709883241,63601.804980965935,753567170.0,671354560.0,752077500.0,672223200.0,0.9999999999999793,0.9999999999999901,0.9999999999999913,0.9999999999999987,-34185045.62682664,-29882267.718052804,-34099794.053712144,-29910076.946117792,753567170.0,671354560.0,752077500.0,672223200.0
file_30,121983382218.22198,67498469884.47412,96394193419.92058,78790712085.74527,782048530.9279346,537214607.5114107,666711328.3050022,589284285.8925619,67229.08606632602,51163.27087907274,81744.82987199214,41891.54603384146,669966700.0,555859300.0,667227900.0,555498500.0,0.9999999999999853,0.9999999999999917,0.999999999999987,0.9999999999999956,-31652492.92611233,-26300327.959594585,-31530677.53605499,-26285702.931927703,669966700.0,555859300.0,667227900.0,555498500.0
file_29,117104758749.16296,75253031064.46199,108968846712.52028,78576922067.19748,778627363.4101868,585493487.4113998,743351464.7593155,602229177.6581378,70950.43844203479,56422.09938222141,78951.16432619558,55721.06001797913,796444740.0,663996540.0,796444800.0,664797440.0,1.0000000000000084,0.9999999999999926,0.9999999999999936,0.9999999999999807,-34480452.68368359,-28874825.68548994,-34480452.68368389,-28899786.069518946,796444740.0,663996540.0,796444800.0,664797440.0
file_31,96394193419.92058,78760487124.43182,120384095014.26384,66969306063.31854,666711328.3050022,588766799.9965224,773915759.2876415,534592005.18781567,81744.82987199214,41707.497508906745,67075.04157531793,51163.5664240202,667227900.0,554343900.0,664299400.0,554392700.0,0.999999999999987,0.9999999999999934,1.0000000000000016,1.0000000000000027,-31530677.53605499,-26233960.036164988,-31403787.224046625,-26237402.87738548,667227900.0,554343900.0,664299400.0,554392700.0
file_34,84239327349.85727,54783198722.893654,101684216911.2701,57005181923.152504,562020817.8021297,432592949.2756107,634732751.225522,440950679.95657253,75632.87047822191,37684.75009842927,52036.62919920586,37388.01497077212,561903200.0,426307420.0,561326850.0,427548600.0,0.9999999999999984,0.9999999999999775,0.9999999999999846,0.9999999999999876,-25984479.305177346,-20289688.280889634,-25938253.553470824,-20329136.414220553,561903200.0,426307420.0,561326850.0,427548600.0
file_33,103052593055.85709,57392904496.98954,84239327349.85727,54808249352.911865,641260904.2383451,442382863.8674922,562020817.8021297,433072779.58000684,52208.25459056775,37387.7353413186,75632.87047822191,38005.66231500451,565078400.0,427443620.0,561903200.0,427776480.0,0.9999999999999757,0.9999999999999822,0.9999999999999984,0.9999999999999911,-26112802.78838378,-20339651.321360353,-25984479.305177346,-20349611.39402949,565078400.0,427443620.0,561903200.0,427776480.0
file_32,96293975063.84671,78176857020.19722,121262300969.34421,67461759912.09326,666137019.6646023,586558270.8903322,778123895.8913822,536568112.1164017,81750.07763931612,41890.63769078218,67136.77732704292,50910.274061518496,667036400.0,553954750.0,667036540.0,553894500.0,0.9999999999999956,0.9999999999999977,0.9999999999999907,0.9999999999999951,-31525451.615311332,-26230790.512616616,-31525451.615310542,-26226564.51242105,667036400.0,553954750.0,667036540.0,553894500.0
file_37,105591692330.62433,78473146178.28856,127864287818.96896,84039722608.93375,763918825.2339611,626712800.9908772,854011716.697506,654760927.1061196,86120.29350713945,65965.09739431103,72232.25872391288,66201.31158235755,947887740.0,824895300.0,946278340.0,824933600.0,1.000000000000002,0.9999999999999976,1.0000000000000155,1.0000000000000042,-38530756.33491977,-33183402.031252217,-38437742.26644964,-33176256.089622356,947887740.0,824895300.0,946278340.0,824933600.0
file_35,84459724515.30865,54716249888.93192,102696017008.2727,57381602249.5853,563600005.8636017,432916897.1991265,639511133.2359476,442191980.3554051,75814.20604722801,38007.113509949515,52099.79244205886,37307.274638553165,564499840.0,428540500.0,564499900.0,427280000.0,0.9999999999999846,0.9999999999999998,0.9999999999999916,1.0000000000000067,-26066400.890198406,-20364611.15602141,-26066400.890198298,-20324265.084551428,564499840.0,428540500.0,564499900.0,427280000.0
file_38,105549556530.74115,77951943489.32625,128901656628.90942,84534840581.83165,764085879.714447,624484492.0649548,858886709.3513241,656791188.2726398,86152.23365602733,66267.18273019764,72293.53316389871,66044.77756474601,949475300.0,825194240.0,949475300.0,825112600.0,1.0000000000000124,1.000000000000001,1.0000000000000044,0.9999999999999928,-38565156.70632034,-33179471.064375345,-38565156.706319995,-33185016.14139148,949475300.0,825194240.0,949475300.0,825112600.0
file_36,129565155814.26978,84561148487.72458,105591692330.62433,78497299837.07622,862207962.7764454,657227301.7504334,763918825.2339611,627147715.2369833,72397.86151727139,66201.54036246361,86120.29350713945,66268.58576693288,951087500.0,825831700.0,947887740.0,826261250.0,0.9999999999999957,0.9999999999999772,1.000000000000002,1.0000000000000135,-38658380.57415817,-33226370.10870627,-38530756.33491977,-33237824.579949584,951087500.0,825831700.0,947887740.0,826261250.0
file_39,169677855544.25995,105463903428.57907,157903732039.28278,116305830732.64044,1128368757.405922,833540394.2640667,1067230640.6420059,885395013.0305281,105185.5182358748,87426.44943722738,122293.83791711609,76579.01514972426,1408498400.0,1188526600.0,1404098600.0,1187521300.0,0.9999999999999926,1.0000000000000018,0.9999999999999973,0.999999999999998,-53021024.50229681,-44485536.99514375,-52851506.43910997,-44461507.08861369,1408498400.0,1188526600.0,1404098600.0,1187521300.0
file_40,157903732039.28278,116263171619.91818,167532430451.6588,104567130983.35928,1067230640.6420059,884661635.1923265,1117422686.0705414,829164421.9537449,122293.83791711609,76307.2328124259,104814.23757251112,87426.29601320466,1404098600.0,1185194500.0,1399199500.0,1185128100.0,0.9999999999999973,0.9999999999999915,0.9999999999999903,0.9999999999999984,-52851506.43910997,-44378109.570409425,-52667838.38110377,-44376638.17415692,1404098600.0,1185194500.0,1399199500.0,1185128100.0
file_41,157725166265.74445,115606816956.31346,168584955915.72742,105420522543.54544,1066604318.8902893,882268096.0708189,1122812880.2108307,832788671.2547836,122255.14237503504,76579.16215374638,104929.98393859118,87136.60298620847,1403584400.0,1186130200.0,1403584500.0,1186160400.0,0.9999999999999852,0.9999999999999937,0.9999999999999843,0.9999999999999931,-52836770.01123853,-44400257.78918535,-52836770.01123815,-44400188.733724415,1403584400.0,1186130200.0,1403584500.0,1186160400.0
file_43,157655515342.77908,109005571120.3805,146194896866.60507,97970615423.20546,1050817356.1072979,836422053.5028343,1005507140.2966137,776499820.7318707,92826.42875900789,72270.5676731904,108050.32186759553,92568.49227956499,1372051100.0,1162874900.0,1369105000.0,1164270500.0,0.9999999999999878,0.9999999999999942,0.9999999999999841,0.9999999999999996,-50020891.17545917,-42201734.96419696,-49887162.7328398,-42234184.946094714,1372051100.0,1162874900.0,1369105000.0,1164270500.0
file_42,147979618252.63074,98884211469.96101,157655515342.77908,109060370949.76604,1015098263.5874996,780830234.4830589,1050817356.1072979,837314644.3011122,108405.5413456378,92570.02199313344,92826.42875900789,72467.13473757227,1378941800.0,1167590400.0,1372051100.0,1165704200.0,1.0000000000000053,1.0,0.9999999999999878,0.999999999999983,-50236832.42222829,-42338377.311410844,-50020891.17545917,-42292869.7698899,1378941800.0,1167590400.0,1372051100.0,1165704200.0
file_47,154544136664.55164,106975516596.76128,158358824254.2919,108660464764.50061,1073809099.7310295,847400918.3862267,1074997466.3108406,849226239.9354496,106512.58352937207,86078.75231816914,117733.65152264823,90398.62378946965,1419154300.0,1229098200.0,1419154200.0,1229171700.0,0.99999999999999,0.9999999999999944,0.9999999999999897,0.9999999999999959,-53083455.0655903,-45310245.06806299,-53083455.06558987,-45313417.0782962,1419154300.0,1229098200.0,1419154200.0,1229171700.0
file_48,120697758698.7373,82733975295.74265,134850609818.86136,89916929634.84146,834480377.4697132,663574526.5470991,892179406.5018101,697123466.3022552,98504.09602015086,66135.71570599024,88024.92091718852,60508.53646577795,934471740.0,791593660.0,932718900.0,791854700.0,1.0000000000000029,0.9999999999999869,0.9999999999999962,0.999999999999996,-40681676.183416985,-34239342.65600981,-40587479.699880935,-34244697.90264845,934471740.0,791593660.0,932718900.0,791854700.0
file_45,159358240301.1406,108703036935.9679,154523371810.56937,107622734471.95137,1080109655.189022,849937034.1503334,1073516263.8859367,850272426.0754128,117949.50941525877,90722.0996272851,106513.43989387833,86078.72962083723,1423209100.0,1231203800.0,1418443500.0,1230195300.0,0.9999999999999993,0.9999999999999978,0.9999999999999952,1.0000000000000056,-53247430.8463021,-45391513.4701763,-53068806.18449442,-45365119.596554115,1423209100.0,1231203800.0,1418443500.0,1230195300.0
file_44,158217488925.62802,108736889578.49805,147234861142.34216,98849237138.92953,1053330546.7602596,836380742.8213396,1011114686.5728703,780239528.9588566,92894.89150815966,72469.09115326333,108216.00916272534,92326.15147927412,1375987700.0,1167612700.0,1375987800.0,1166149800.0,1.000000000000007,0.9999999999999991,0.9999999999999972,0.9999999999999908,-50102704.062847644,-42309775.53795329,-50102704.06284967,-42275211.18999147,1375987700.0,1167612700.0,1375987800.0,1166149800.0
file_49,134850609818.86136,89889323849.84944,119299663395.03104,82140090760.54108,892179406.5018101,696641600.908977,827206401.9549007,660564600.764741,88024.92091718852,60273.3529427098,98387.03785228053,66136.25386825355,932718900.0,790769800.0,930164100.0,789865600.0,0.9999999999999962,0.9999999999999931,0.9999999999999905,1.0000000000000036,-40587479.699880935,-34193025.76279304,-40464403.48718831,-34164035.558996424,932718900.0,790769800.0,930164100.0,789865600.0
file_50,134775693846.51913,89233878513.32358,119857344790.65881,82702209866.88722,891699893.9282513,693663707.8420329,830257272.5253468,663038375.4301529,88009.76379706175,60508.750457280206,98426.81634144914,65917.58660425716,931915800.0,789565400.0,931915700.0,790446660.0,0.9999999999999917,1.0000000000000089,1.0000000000000142,0.999999999999988,-40558479.268304564,-34156307.09068185,-40558479.268304646,-34184212.48519338,931915800.0,789565400.0,931915700.0,790446660.0
file_46,154523371810.56937,107578044540.21663,157294381988.27838,107733933532.24348,1073516263.8859367,849480248.7622242,1069444903.7036247,845140709.0253334,106513.43989387833,85726.06891479867,117631.70417270169,90721.79633330014,1418443500.0,1227401200.0,1414398700.0,1227278500.0,0.9999999999999952,0.9999999999999968,0.9999999999999977,1.0000000000000058,-53068806.18449442,-45271259.07153774,-52905296.620791264,-45266278.89369237,1418443500.0,1227401200.0,1414398700.0,1227278500.0
file_52,77951195161.1153,55896406985.33522,99692331715.28539,57530831400.85372,538758560.6374081,431338597.803231,626540632.1984069,442396407.41900617,69487.47186288433,42566.281616003485,47374.632697268,42423.749842132995,486735040.0,372244600.0,485356200.0,373347400.0,0.9999999999999722,1.0000000000000007,0.9999999999999941,0.9999999999999885,-25123488.096851528,-20147356.595475968,-25044277.94922641,-20173782.92879618,486735040.0,372244600.0,485356200.0,373347400.0
file_53,77998084680.40695,55728035451.419685,100382520801.18152,57956543706.166245,539143585.615978,431217311.0295289,630077498.3921068,444132733.9784505,69543.70086431278,42731.61880544127,47446.02973558113,42266.14292197087,487442500.0,374253120.0,487442500.0,373117920.0,0.9999999999999764,0.9999999999999752,0.9999999999999949,0.999999999999993,-25146830.2998518,-20206558.935928572,-25146830.29985188,-20178786.125030957,487442500.0,374253120.0,487442500.0,373117920.0
file_51,100855323491.06213,57981933766.08977,77951195161.1153,55921613513.76521,632661016.6848238,444555013.58202815,538758560.6374081,431784198.05016553,47577.480610978084,42425.5244281191,69487.47186288433,42731.90285442063,488825200.0,373877200.0,486735040.0,373289400.0,0.9999999999999839,0.9999999999999789,0.9999999999999722,0.9999999999999944,-25226297.812231235,-20219290.21255896,-25123488.096851528,-20196777.200277872,488825200.0,373877200.0,486735040.0,373289400.0
file_54,112850316335.25089,71179466074.37788,122749894244.42267,80753866187.50256,753095072.8371924,569959257.8086538,791745778.4644607,622807033.9880321,84632.8093512531,61811.42524583136,84740.0705187698,45458.008642295674,1063081150.0,859761900.0,1060718300.0,862792400.0,0.9999999999999878,0.9999999999999868,0.9999999999999891,1.0000000000000102,-36891324.20274635,-30052408.465027947,-36798897.95242237,-30133144.9080398,1063081150.0,859761900.0,1060718300.0,862792400.0
file_56,122869218438.10806,80736616761.99065,112697401915.25415,71171940093.40749,792698392.6432682,622687268.0878611,752292857.4656378,569844060.5736754,84864.31587389603,45457.220672772506,84561.5147544343,61792.61951133799,1062849100.0,862425400.0,1062849100.0,859672060.0,0.9999999999999859,1.0000000000000069,0.9999999999999984,0.9999999999999942,-36870137.182570204,-30127197.07389095,-36870137.18256953,-30045325.40638862,1062849100.0,862425400.0,1062849100.0,859672060.0
file_57,83192084232.45761,54905049480.32696,91869962196.43117,72801312073.44812,619821163.6692395,477049125.3208339,654621264.8794146,562685280.8559716,63439.858103484505,77426.89403684212,73777.8232082533,58044.35133631334,822827300.0,752838900.0,821730560.0,753468300.0,1.000000000000002,0.9999999999999895,0.9999999999999913,0.9999999999999836,-32222074.13379756,-28778980.406518646,-32152010.471257344,-28795569.08912444,822827300.0,752838900.0,821730560.0,753468300.0
file_55,122749894244.42267,80742961387.61566,111726100191.69427,71650952264.79048,791745778.4644607,622600830.3518984,748207817.5490166,573379856.5300558,84740.0705187698,45404.6956332198,84525.64354212249,61813.041681121555,1060718300.0,862569540.0,1060487360.0,865316000.0,0.9999999999999891,0.9999999999999829,0.9999999999999823,0.999999999999996,-36798897.95242237,-30114883.490844943,-36777831.956481755,-30196449.940899197,1060718300.0,862569540.0,1060487360.0,865316000.0
file_60,117718423095.58727,66476097863.60864,103385938066.76564,77146057169.97011,767062343.4111853,553225319.1865311,714191504.7762156,604987673.8384414,93431.08276372023,64059.00248757693,91239.12900352271,46609.18515123738,771710500.0,644097000.0,769851970.0,644068400.0,0.9999999999999988,1.0000000000000029,0.9999999999999801,0.999999999999995,-35132005.248573005,-29230849.138673782,-35036756.459503844,-29224792.404088557,771710500.0,644097000.0,769851970.0,644068400.0
file_59,91875345645.8403,72516331107.52083,82830260856.05286,54888523437.58921,654776043.329341,561516673.7235185,617921079.155211,476770392.8394456,73811.50581536113,58045.347015665735,63350.59236804432,77311.74464559433,822226750.0,753126140.0,822226750.0,752528960.0,0.9999999999999981,0.999999999999991,1.0000000000000044,0.9999999999999964,-32171483.07610316,-28778145.031722244,-32171483.076104604,-28754162.33305936,822226750.0,753126140.0,822226750.0,752528960.0
file_58,91869962196.43117,72784278291.24754,82214135120.3898,54780132225.3896,654621264.8794146,562392251.2653804,615036486.4917588,476730881.2722891,73777.8232082533,57913.578121202816,63304.54283620778,77425.7413802397,821730560.0,753094000.0,821131840.0,753675100.0,0.9999999999999913,0.9999999999999845,1.0000000000000042,1.0000000000000258,-32152010.471257344,-28768295.675771486,-32101582.507818196,-28791542.808901355,821730560.0,753094000.0,821131840.0,753675100.0
