contrast_0,contrast_45,contrast_90,contrast_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135,asm_0,entropy_0,asm_45,entropy_45,asm_90,entropy_90,asm_135,entropy_135,label
184.9291155286917,318.4670427898946,209.36665639445954,111.7013381006783,2.756293095169858,3.948503633536417,3.142403697997007,1.9958982455329184,0.9069358514948671,0.901271923490955,0.9043582138650342,0.9102683622655414,0.901623984563666,0.8974150545238463,0.8999628492845746,0.903114498956203,0.9503212913078468,0.9150150506147988,0.9438987730744473,0.9701917897639114,0.8129258095399281,1.7657548834543062,0.8053537800852439,1.8322305941262385,0.8099331300925806,1.7920261300200806,0.8156157982243388,1.7280306846838354,0.0
184.9291155286917,111.7013381006783,209.36665639445954,318.4670427898946,2.756293095169858,1.9958982455329184,3.142403697997007,3.948503633536417,0.9069358514948671,0.9102683622655414,0.9043582138650342,0.901271923490955,0.901623984563666,0.903114498956203,0.8999628492845746,0.8974150545238463,0.9503212913078468,0.9701917897639114,0.9438987730744473,0.9150150506147988,0.8129258095399281,1.7657548834543062,0.8156157982243388,1.7280306846838354,0.8099331300925806,1.7920261300200806,0.8053537800852439,1.8322305941262385,0.0
250.74107365796488,299.43615580483544,144.35113251156238,133.50266614043133,3.363503313166688,3.8568332907690155,2.477342064715032,2.1797342372675175,0.9039425739465667,0.9018230325471618,0.9071474606173368,0.910323003699669,0.8993964205176084,0.8979450569897682,0.9016615201594813,0.9034431836719105,0.9326134715991937,0.9200599950993065,0.9613038674916489,0.9643590008132404,0.8089139212393144,1.7976941613299586,0.8063053253715659,1.827375922282697,0.812993496936439,1.7565180049204898,0.816209586122619,1.7333073864881563,0.0
250.74107365796488,133.50266614043133,144.35113251156238,299.43615580483544,3.363503313166688,2.1797342372675175,2.477342064715032,3.8568332907690155,0.9039425739465667,0.910323003699669,0.9071474606173368,0.9018230325471618,0.8993964205176084,0.9034431836719105,0.9016615201594813,0.8979450569897682,0.9326134715991937,0.9643590008132404,0.9613038674916489,0.9200599950993065,0.8089139212393144,1.7976941613299586,0.816209586122619,1.7333073864881563,0.812993496936439,1.7565180049204898,0.8063053253715659,1.827375922282697,0.0
186.75788341499268,101.435358671362,192.24837442219322,308.7087599545808,2.9816344953427643,1.8746643139625445,2.8594761171033034,3.9369026336370214,0.9050043186261938,0.9109060923909043,0.905980329312351,0.9007777615450926,0.9003757141170302,0.9032304750756508,0.9007097774256188,0.8969235289744666,0.9498768043966556,0.9729564493846669,0.9485336835915297,0.9176955542467625,0.8106764265711821,1.7926400140919412,0.8158252911048008,1.730223930394274,0.8112781031502774,1.7883603533653951,0.804471816827187,1.847046305733864,0.0
186.75788341499268,308.7087599545808,192.24837442219322,101.435358671362,2.9816344953427643,3.9369026336370214,2.8594761171033034,1.8746643139625445,0.9050043186261938,0.9007777615450926,0.905980329312351,0.9109060923909043,0.9003757141170302,0.8969235289744666,0.9007097774256188,0.9032304750756508,0.9498768043966556,0.9176955542467625,0.9485336835915297,0.9729564493846669,0.8106764265711821,1.7926400140919412,0.804471816827187,1.847046305733864,0.8112781031502774,1.7883603533653951,0.8158252911048008,1.730223930394274,0.0
159.65337174687738,109.19116497568297,219.72544684130034,302.4212192272517,2.710143090368167,1.919141262876367,3.1293374422188966,3.9198919613362464,0.9059621786338553,0.911045310804265,0.9044303135786841,0.900755904236807,0.9010248466303594,0.9031955795254156,0.899600520155855,0.8969738063178375,0.9571557346770794,0.9708917008670231,0.9411839796902235,0.9193802235246565,0.811845774244715,1.7800599995384514,0.8157622548736813,1.7310936562594648,0.8092810958648604,1.806033275052386,0.8045620092194913,1.8467436671098945,0.0
159.65337174687738,302.4212192272517,219.72544684130034,109.19116497568297,2.710143090368167,3.9198919613362464,3.1293374422188966,1.919141262876367,0.9059621786338553,0.900755904236807,0.9044303135786841,0.911045310804265,0.9010248466303594,0.8969738063178375,0.899600520155855,0.9031955795254156,0.9571557346770794,0.9193802235246565,0.9411839796902235,0.9708917008670231,0.811845774244715,1.7800599995384514,0.8045620092194913,1.8467436671098945,0.8092810958648604,1.806033275052386,0.8157622548736813,1.7310936562594648,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3.203426503814917e-16,1.0,-3.203426503814917e-16,1.0,-3.203426503814917e-16,1.0,-3.203426503814917e-16,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3.203426503814917e-16,1.0,-3.203426503814917e-16,1.0,-3.203426503814917e-16,1.0,-3.203426503814917e-16,0.0
